void Simulation::allocateMemory(): 0.0000038600s
void Simulation::updatePosition(): 0.0000008600s
void Simulation::preventMoveAgainstForce(): 0.0000003600s
void Simulation::step(): 0.0033783330s
void Simulation::updateVelocity(): 0.0033836430s
void Simulation::updatePosition(): 0.0000008000s
void Simulation::preventMoveAgainstForce(): 0.0000002600s
void Simulation::step(): 0.0034118740s
void Simulation::updateVelocity(): 0.0033986990s
void Simulation::updatePosition(): 0.0000009000s
void Simulation::preventMoveAgainstForce(): 0.0000002300s
void Simulation::step(): 0.0034293590s
void Simulation::updateVelocity(): 0.0032611620s
void Simulation::updatePosition(): 0.0000008600s
void Simulation::preventMoveAgainstForce(): 0.0000004000s
void Simulation::step(): 0.0032891320s
void Simulation::updateVelocity(): 0.0032415110s
void Simulation::updatePosition(): 0.0000007900s
void Simulation::preventMoveAgainstForce(): 0.0000002400s
void Simulation::step(): 0.0032662010s
void Simulation::updateVelocity(): 0.0032516820s
void Simulation::updatePosition(): 0.0000008000s
void Simulation::preventMoveAgainstForce(): 0.0000002500s
void Simulation::step(): 0.0032803920s
void Simulation::updateVelocity(): 0.0031881900s
void Simulation::updatePosition(): 0.0000008500s
void Simulation::preventMoveAgainstForce(): 0.0000002500s
void Simulation::step(): 0.0032138610s
void Simulation::updateVelocity(): 0.0037693590s
void Simulation::updatePosition(): 0.0000008000s
void Simulation::preventMoveAgainstForce(): 0.0000002700s
void Simulation::step(): 0.0037982090s
void Simulation::updateVelocity(): 0.0036759880s
void Simulation::updatePosition(): 0.0000008600s
void Simulation::preventMoveAgainstForce(): 0.0000002500s
void Simulation::step(): 0.0037032980s
void Simulation::updateVelocity(): 0.0032398510s
void Simulation::updatePosition(): 0.0000008000s
void Simulation::preventMoveAgainstForce(): 0.0000002500s
void Simulation::step(): 0.0032653020s
void Simulation::updateVelocity(): 0.0035858260s
void Simulation::updatePosition(): 0.0000008700s
void Simulation::preventMoveAgainstForce(): 0.0000002500s
void Simulation::step(): 0.0036125970s
void Simulation::updateVelocity(): 0.0033637820s
void Simulation::updatePosition(): 0.0000008600s
void Simulation::preventMoveAgainstForce(): 0.0000002500s
void Simulation::step(): 0.0033905630s
void Simulation::updateVelocity(): 0.0032179000s
void Simulation::updatePosition(): 0.0000007900s
void Simulation::preventMoveAgainstForce(): 0.0000002500s
void Simulation::step(): 0.0032426110s
void Simulation::updateVelocity(): 0.0038316100s
void Simulation::updatePosition(): 0.0000008500s
void Simulation::preventMoveAgainstForce(): 0.0000002600s
void Simulation::step(): 0.0038586700s
void Simulation::updateVelocity(): 0.0032867620s
void Simulation::updatePosition(): 0.0000008800s
void Simulation::preventMoveAgainstForce(): 0.0000002600s
void Simulation::step(): 0.0033301630s
void Simulation::updateVelocity(): 0.0036438370s
void Simulation::updatePosition(): 0.0000008000s
void Simulation::preventMoveAgainstForce(): 0.0000002600s
void Simulation::step(): 0.0036739580s
void Simulation::updateVelocity(): 0.0031845400s
void Simulation::updatePosition(): 0.0000007700s
void Simulation::preventMoveAgainstForce(): 0.0000003800s
void Simulation::step(): 0.0032091900s
void Simulation::updateVelocity(): 0.0031744100s
void Simulation::updatePosition(): 0.0000007900s
void Simulation::preventMoveAgainstForce(): 0.0000002400s
void Simulation::step(): 0.0031996410s
void Simulation::updateVelocity(): 0.0031756890s
void Simulation::updatePosition(): 0.0000008500s
void Simulation::preventMoveAgainstForce(): 0.0000003400s
void Simulation::step(): 0.0031994600s
void Simulation::updateVelocity(): 0.0032036400s
void Simulation::updatePosition(): 0.0000008400s
void Simulation::preventMoveAgainstForce(): 0.0000003700s
void Simulation::step(): 0.0032241800s
void Simulation::updateVelocity(): 0.0032473310s
void Simulation::updatePosition(): 0.0000007800s
void Simulation::preventMoveAgainstForce(): 0.0000003200s
void Simulation::step(): 0.0032743810s
void Simulation::updateVelocity(): 0.0031465290s
void Simulation::updatePosition(): 0.0000008300s
void Simulation::preventMoveAgainstForce(): 0.0000002600s
void Simulation::step(): 0.0031673300s
void Simulation::updateVelocity(): 0.0032282200s
void Simulation::updatePosition(): 0.0000008000s
void Simulation::preventMoveAgainstForce(): 0.0000002500s
void Simulation::step(): 0.0032524710s
void Simulation::updateVelocity(): 0.0031766900s
void Simulation::updatePosition(): 0.0000007700s
void Simulation::preventMoveAgainstForce(): 0.0000002600s
void Simulation::step(): 0.0031978900s
void Simulation::updateVelocity(): 0.0032429210s
void Simulation::updatePosition(): 0.0000007900s
void Simulation::preventMoveAgainstForce(): 0.0000002600s
void Simulation::step(): 0.0032678610s
void Simulation::updateVelocity(): 0.0032389840s
void Simulation::updatePosition(): 0.0000007600s
void Simulation::preventMoveAgainstForce(): 0.0000002600s
void Simulation::step(): 0.0032662650s
void Simulation::updateVelocity(): 0.0034065130s
void Simulation::updatePosition(): 0.0000008700s
void Simulation::preventMoveAgainstForce(): 0.0000002700s
void Simulation::step(): 0.0034332240s
void Simulation::updateVelocity(): 0.0032248900s
void Simulation::updatePosition(): 0.0000008300s
void Simulation::preventMoveAgainstForce(): 0.0000002700s
void Simulation::step(): 0.0032508110s
void Simulation::updateVelocity(): 0.0031970300s
void Simulation::updatePosition(): 0.0000008400s
void Simulation::preventMoveAgainstForce(): 0.0000002500s
void Simulation::step(): 0.0032211100s
void Simulation::updateVelocity(): 0.0032204410s
void Simulation::updatePosition(): 0.0000007700s
void Simulation::preventMoveAgainstForce(): 0.0000004300s
void Simulation::step(): 0.0032455110s
void Simulation::updateVelocity(): 0.0032728220s
void Simulation::updatePosition(): 0.0000007900s
void Simulation::preventMoveAgainstForce(): 0.0000002500s
void Simulation::step(): 0.0032980820s
void Simulation::updateVelocity(): 0.0034768250s
void Simulation::updatePosition(): 0.0000008600s
void Simulation::preventMoveAgainstForce(): 0.0000002600s
void Simulation::step(): 0.0035036350s
void Simulation::updateVelocity(): 0.0032581010s
void Simulation::updatePosition(): 0.0000007900s
void Simulation::preventMoveAgainstForce(): 0.0000002700s
void Simulation::step(): 0.0032907720s
void Simulation::updateVelocity(): 0.0032556810s
void Simulation::updatePosition(): 0.0000008400s
void Simulation::preventMoveAgainstForce(): 0.0000002600s
void Simulation::step(): 0.0032795720s
void Simulation::updateVelocity(): 0.0032319000s
void Simulation::updatePosition(): 0.0000007600s
void Simulation::preventMoveAgainstForce(): 0.0000004000s
void Simulation::step(): 0.0032554710s
void Simulation::updateVelocity(): 0.0034128330s
void Simulation::updatePosition(): 0.0000007700s
void Simulation::preventMoveAgainstForce(): 0.0000002500s
void Simulation::step(): 0.0034395340s
void Simulation::updateVelocity(): 0.0032011300s
void Simulation::updatePosition(): 0.0000008600s
void Simulation::preventMoveAgainstForce(): 0.0000002600s
void Simulation::step(): 0.0032247600s
void Simulation::updateVelocity(): 0.0032137810s
void Simulation::updatePosition(): 0.0000007900s
void Simulation::preventMoveAgainstForce(): 0.0000003200s
void Simulation::step(): 0.0032378010s
void Simulation::updateVelocity(): 0.0032475910s
void Simulation::updatePosition(): 0.0000008400s
void Simulation::preventMoveAgainstForce(): 0.0000002600s
void Simulation::step(): 0.0032761920s
void Simulation::updateVelocity(): 0.0032218200s
void Simulation::updatePosition(): 0.0000007700s
void Simulation::preventMoveAgainstForce(): 0.0000004300s
void Simulation::step(): 0.0032458610s
void Simulation::updateVelocity(): 0.0034317440s
void Simulation::updatePosition(): 0.0000007800s
void Simulation::preventMoveAgainstForce(): 0.0000002600s
void Simulation::step(): 0.0034565040s
void Simulation::updateVelocity(): 0.0032423610s
void Simulation::updatePosition(): 0.0000007800s
void Simulation::preventMoveAgainstForce(): 0.0000002700s
void Simulation::step(): 0.0032661810s
void Simulation::updateVelocity(): 0.0032487820s
void Simulation::updatePosition(): 0.0000008400s
void Simulation::preventMoveAgainstForce(): 0.0000002600s
void Simulation::step(): 0.0032730120s
void Simulation::updateVelocity(): 0.0032289010s
void Simulation::updatePosition(): 0.0000008300s
void Simulation::preventMoveAgainstForce(): 0.0000004300s
void Simulation::step(): 0.0032531110s
void Simulation::updateVelocity(): 0.0034299640s
void Simulation::updatePosition(): 0.0000008000s
void Simulation::preventMoveAgainstForce(): 0.0000004000s
void Simulation::step(): 0.0034571740s
void Simulation::updateVelocity(): 0.0032152810s
void Simulation::updatePosition(): 0.0000008400s
void Simulation::preventMoveAgainstForce(): 0.0000002700s
void Simulation::step(): 0.0032394310s
void Simulation::updateVelocity(): 0.0032323110s
void Simulation::updatePosition(): 0.0000007800s
void Simulation::preventMoveAgainstForce(): 0.0000002600s
void Simulation::step(): 0.0032561010s
void Simulation::updateVelocity(): 0.0032606910s
void Simulation::updatePosition(): 0.0000008600s
void Simulation::preventMoveAgainstForce(): 0.0000002600s
void Simulation::step(): 0.0032852310s
void Simulation::updateVelocity(): 0.0033814930s
void Simulation::updatePosition(): 0.0000007900s
void Simulation::preventMoveAgainstForce(): 0.0000002400s
void Simulation::step(): 0.0034063540s
void Simulation::updateVelocity(): 0.0032575010s
void Simulation::updatePosition(): 0.0000007900s
void Simulation::preventMoveAgainstForce(): 0.0000002500s
void Simulation::step(): 0.0032843910s
void Simulation::updateVelocity(): 0.0032431110s
void Simulation::updatePosition(): 0.0000007700s
void Simulation::preventMoveAgainstForce(): 0.0000002600s
void Simulation::step(): 0.0032679020s
void Simulation::updateVelocity(): 0.0032567710s
void Simulation::updatePosition(): 0.0000007600s
void Simulation::preventMoveAgainstForce(): 0.0000002600s
void Simulation::step(): 0.0032808110s
void Simulation::updateVelocity(): 0.0032147410s
void Simulation::updatePosition(): 0.0000008400s
void Simulation::preventMoveAgainstForce(): 0.0000002600s
void Simulation::step(): 0.0032385010s
void Simulation::updateVelocity(): 0.0033919330s
void Simulation::updatePosition(): 0.0000007600s
void Simulation::preventMoveAgainstForce(): 0.0000003700s
void Simulation::step(): 0.0034167140s
void Simulation::pairDistribution(double *histogram, int size, double coef): 0.0002122730s
double Simulation::Ekin(): 0.0000003100s
double Simulation::minDistance(int idx): 0.0000002500s
double Simulation::minDistance(int idx): 0.0000002400s
double Simulation::minDistance(int idx): 0.0000002300s
double Simulation::minDistance(int idx): 0.0000002400s
double Simulation::minDistance(int idx): 0.0000002400s
double Simulation::minDistance(int idx): 0.0000002300s
double Simulation::minDistance(int idx): 0.0000002300s
double Simulation::minDistance(int idx): 0.0000002400s
double Simulation::minDistance(int idx): 0.0000002400s
double Simulation::minDistance(int idx): 0.0000002300s
double Simulation::minDistance(int idx): 0.0000002400s
double Simulation::minDistance(int idx): 0.0000002400s
double Simulation::minDistance(int idx): 0.0000002500s
double Simulation::minDistance(int idx): 0.0000002400s
double Simulation::minDistance(int idx): 0.0000002400s
double Simulation::minDistance(int idx): 0.0000002400s
double Simulation::minDistance(int idx): 0.0000002400s
double Simulation::minDistance(int idx): 0.0000239710s
double Simulation::minDistance(int idx): 0.0000002800s
double Simulation::minDistance(int idx): 0.0000002600s
double Simulation::minDistance(int idx): 0.0000003300s
double Simulation::minDistance(int idx): 0.0000104400s
double Simulation::minDistance(int idx): 0.0000003200s
double Simulation::minDistance(int idx): 0.0000002400s
double Simulation::minDistance(int idx): 0.0000002400s
double Simulation::minDistance(int idx): 0.0000002300s
double Simulation::minDistance(int idx): 0.0000002300s
double Simulation::minDistance(int idx): 0.0000002400s
double Simulation::minDistance(int idx): 0.0000002400s
double Simulation::minDistance(int idx): 0.0000002300s
double Simulation::minDistance(int idx): 0.0000002400s
double Simulation::minDistance(int idx): 0.0000002300s
double Simulation::minDistance(int idx): 0.0000002300s
double Simulation::minDistance(int idx): 0.0000002300s
double Simulation::minDistance(int idx): 0.0000002400s
double Simulation::minDistance(int idx): 0.0000002400s
double Simulation::minDistance(int idx): 0.0000002400s
double Simulation::minDistance(int idx): 0.0000002400s
double Simulation::minDistance(int idx): 0.0000002300s
double Simulation::minDistance(int idx): 0.0000002400s
double Simulation::minDistance(int idx): 0.0000002400s
double Simulation::minDistance(int idx): 0.0000002410s
double Simulation::minDistance(int idx): 0.0000002400s
double Simulation::minDistance(int idx): 0.0000002400s
double Simulation::minDistance(int idx): 0.0000002300s
double Simulation::minDistance(int idx): 0.0000002400s
double Simulation::minDistance(int idx): 0.0000002400s
double Simulation::minDistance(int idx): 0.0000002400s
double Simulation::minDistance(int idx): 0.0000002400s
double Simulation::minDistance(int idx): 0.0000002400s
double Simulation::minDistance(int idx): 0.0000002300s
double Simulation::minDistance(int idx): 0.0000002400s
double Simulation::minDistance(int idx): 0.0000002400s
double Simulation::minDistance(int idx): 0.0000002400s
double Simulation::minDistance(int idx): 0.0000002300s
double Simulation::minDistance(int idx): 0.0000002300s
